Date Time,Pulse Start,Pulse End,Pulse Duration,Distance,Delta From Last
1588885870.2403007,1588885870.23371,1588885870.2396736,0.005963563919067383,102.28
1588885870.3478732,1588885870.3412354,1588885870.3472297,0.005994319915771484,102.8
1588885870.455403,1588885870.4487717,1588885870.454771,0.005999326705932617,102.89
1588885870.5629232,1588885870.556311,1588885870.5622814,0.005970478057861328,102.39
1588885870.670618,1588885870.6638677,1588885870.6698895,0.006021738052368164,103.27
1588885870.7781973,1588885870.7715669,1588885870.7775743,0.00600743293762207,103.03
1588885870.8857255,1588885870.879122,1588885870.8850923,0.0059702396392822266,102.39
1588885870.993266,1588885870.9866555,1588885870.9926243,0.005968809127807617,102.37
1588885871.1008668,1588885871.0941896,1588885871.100214,0.006024360656738281,103.32
1588885871.208465,1588885871.2017822,1588885871.207763,0.005980730056762695,102.57
1588885871.3169408,1588885871.3094041,1588885871.3153586,0.0059545040130615234,102.12
1588885871.4245853,1588885871.4178553,1588885871.4238336,0.00597834587097168,102.53
1588885871.5321345,1588885871.5254972,1588885871.531492,0.0059947967529296875,102.81
1588885871.6397212,1588885871.6330376,1588885871.6390643,0.006026744842529297,103.36
1588885871.7472167,1588885871.7406344,1588885871.746617,0.005982637405395508,102.6
1588885871.8547697,1588885871.8481152,1588885871.8540852,0.005970001220703125,102.39
1588885871.962311,1588885871.9557023,1588885871.9616537,0.005951404571533203,102.07
1588885872.0699,1588885872.063226,1588885872.06921,0.005984067916870117,102.63
1588885872.1775448,1588885872.1708643,1588885872.176862,0.005997657775878906,102.86
1588885872.2851005,1588885872.2784708,1588885872.2844107,0.005939960479736328,101.87
1588885872.3926382,1588885872.3860176,1588885872.3919911,0.0059735774993896484,102.45
1588885872.500281,1588885872.4935696,1588885872.4995964,0.006026744842529297,103.36
1588885872.6079102,1588885872.6012115,1588885872.6072257,0.006014108657836914,103.14
1588885872.7154763,1588885872.7088633,1588885872.714818,0.005954742431640625,102.12
1588885872.823836,1588885872.816389,1588885872.8223395,0.005950450897216797,102.05
1588885872.9314027,1588885872.924758,1588885872.9307773,0.0060193538665771484,103.23
1588885873.0390012,1588885873.032333,1588885873.0382957,0.005962848663330078,102.26
1588885873.1467838,1588885873.1400173,1588885873.1459954,0.005978107452392578,102.52
1588885873.2546499,1588885873.247776,1588885873.2537491,0.005973100662231445,102.44
1588885873.362378,1588885873.3557024,1588885873.3616643,0.005961894989013672,102.25
1588885873.4700184,1588885873.463353,1588885873.469319,0.0059661865234375,102.32
1588885873.5775995,1588885873.5709646,1588885873.576966,0.006001472473144531,102.93
1588885873.6852145,1588885873.678565,1588885873.6845634,0.005998373031616211,102.87
1588885873.7927454,1588885873.786143,1588885873.7920916,0.005948543548583984,102.02
1588885873.900398,1588885873.8936927,1588885873.8997648,0.006072044372558594,104.14
1588885874.0079675,1588885874.001329,1588885874.0073504,0.0060214996337890625,103.27
1588885874.1156569,1588885874.108926,1588885874.114923,0.0059969425201416016,102.85
1588885874.2234674,1588885874.2166486,1588885874.2226477,0.005999088287353516,102.88
1588885874.332535,1588885874.324454,1588885874.3304777,0.0060236454010009766,103.31
1588885874.440284,1588885874.433469,1588885874.4394622,0.0059931278228759766,102.78
1588885874.547831,1588885874.541259,1588885874.547227,0.005967855453491211,102.35
1588885874.6556041,1588885874.6487439,1588885874.6547399,0.005995988845825195,102.83
1588885874.7631621,1588885874.7565513,1588885874.762526,0.005974769592285156,102.47
1588885874.8708153,1588885874.8641045,1588885874.8700976,0.0059931278228759766,102.78
1588885874.9785137,1588885874.9719315,1588885874.9778728,0.0059413909912109375,101.89
1588885875.0860593,1588885875.079446,1588885875.0854225,0.005976438522338867,102.5
1588885875.1937163,1588885875.1870656,1588885875.1930094,0.005943775177001953,101.94
1588885875.3014958,1588885875.2947042,1588885875.3006942,0.005990028381347656,102.73
1588885875.4090996,1588885875.4024684,1588885875.4084587,0.005990266799926758,102.73
1588885875.5166237,1588885875.5100327,1588885875.5159845,0.005951881408691406,102.07
1588885875.6241844,1588885875.6175342,1588885875.623542,0.0060079097747802734,103.04
1588885875.7318525,1588885875.7251358,1588885875.7312179,0.006082057952880859,104.31
1588885875.840816,1588885875.832794,1588885875.83879,0.005995988845825195,102.83
1588885875.9483292,1588885875.9417367,1588885875.947711,0.005974292755126953,102.46
1588885876.0558743,1588885876.0492742,1588885876.055253,0.005978822708129883,102.54
1588885876.1634014,1588885876.156808,1588885876.1627858,0.0059778690338134766,102.52
1588885876.270908,1588885876.2643228,1588885876.270271,0.005948305130004883,102.01
1588885876.3783975,1588885876.3718405,1588885876.3777826,0.005942106246948242,101.91
1588885876.4859917,1588885876.47936,1588885876.4853158,0.005955696105957031,102.14
1588885876.5935383,1588885876.586913,1588885876.5928822,0.005969047546386719,102.37
1588885876.7012122,1588885876.6945288,1588885876.700475,0.005946159362792969,101.98
1588885876.808842,1588885876.8021789,1588885876.8082025,0.0060236454010009766,103.31
1588885876.9164155,1588885876.9098377,1588885876.9157953,0.005957603454589844,102.17
1588885877.0240085,1588885877.0173311,1588885877.0233839,0.006052732467651367,103.8
1588885877.131614,1588885877.1249971,1588885877.1310003,0.006003141403198242,102.95
1588885877.2392378,1588885877.2325644,1588885877.2385736,0.006009101867675781,103.06
1588885877.3478365,1588885877.340177,1588885877.3461335,0.005956411361694336,102.15
1588885877.455317,1588885877.4487612,1588885877.4547088,0.005947589874267578,102.0
1588885877.5629401,1588885877.5562637,1588885877.5622644,0.0060007572174072266,102.91
1588885877.6705446,1588885877.6638923,1588885877.6698856,0.005993366241455078,102.79
1588885877.7780957,1588885877.7715056,1588885877.7774553,0.005949735641479492,102.04
1588885877.8856275,1588885877.8790407,1588885877.884989,0.005948305130004883,102.01
1588885877.9931827,1588885877.9865685,1588885877.9925108,0.005942344665527344,101.91
1588885878.1008034,1588885878.094143,1588885878.1000931,0.005950212478637695,102.05
1588885878.20843,1588885878.2017713,1588885878.2077641,0.005992889404296875,102.78
1588885878.3159745,1588885878.309384,1588885878.3153312,0.005947113037109375,101.99
1588885878.4236567,1588885878.4169536,1588885878.4229083,0.005954742431640625,102.12
1588885878.5313532,1588885878.5246718,1588885878.5306706,0.005998849868774414,102.88
